Thread ID: 268020
Total: 42.315561

 %self     total     self     wait    child    calls  name
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#file_exist?
  0.00      0.00     0.00     0.00     0.00        2  <Module::Benchmark>#times
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::Filter#included_in_action?
  0.00      0.00     0.00     0.00     0.00        1  Digest::Instance#hexdigest
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session#close
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::FilterChain#create_filters
  0.00      0.00     0.00     0.00     0.00        1  Set#subtract
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Base#initialize
  0.00     42.12     0.00     0.00    42.12        2  ActionView::Template#render_template
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#master_helper_module=
  0.00      0.00     0.00     0.00     0.00        2  ActiveRecord::ConnectionAdapters::AbstractAdapter#active?
  0.00     42.19     0.00     0.00    42.19        1  ActionController::SessionManagement#process_without_test
  0.00      0.00     0.00     0.00     0.00        7  String#==-1
  0.00      0.00     0.00     0.00     0.00        2  Array#map!-1
  0.00      0.00     0.00     0.00     0.00        4  <Class::ActiveRecord::Errors>#default_error_messages
  0.00     42.19     0.00     0.00    42.19        1  ActionController::Caching::SqlCache#perform_action
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#content_type=
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout::ClassMethods#add_layout_conditions
  0.00      0.00     0.00     0.00     0.00        1  SQLite3::Database#busy_timeout
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::TagHelper#tag
  0.00      0.00     0.00     0.00     0.00        1  ActionController::SessionManagement#process_cleanup_without_components
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::SQLiteAdapter#disconnect!
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#sending_file?
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#read_cookie
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#restore
  0.00      0.01     0.00     0.00     0.01        1  Array#reverse_each
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session#create_new_id
  0.00      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#protect_against_forgery?
  0.00      0.00     0.00     0.00     0.00        5  Module#<
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#host
  0.00     42.20     0.00     0.00    42.19        1  <Class::ActionController::Base>#process
  0.00      0.00     0.00     0.00     0.00        1  Class#new_without_capture
  0.00      0.00     0.00     0.00     0.00        1  Module#const_set
  0.00      0.00     0.00     0.00     0.00        2  Hash#each_value
  0.00      0.00     0.00     0.00     0.00        5  <Class::Module>#allocate
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::ClassMethods#before_filter
  0.00      0.00     0.00     0.00     0.00        1  Set#initialize_copy
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::FilterChain#append_filter_to_chain
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#parse_formatted_request_parameters
  0.00      0.00     0.00     0.00     0.00        1  <Class::Digest::Class>#digest
  0.00      0.00     0.00     0.00     0.00        7  String#strip!
  0.00      0.00     0.00     0.00     0.00        3  Observable#changed
  0.00      0.01     0.00     0.00     0.01        1  <Class::ActionView::TemplateFinder>#process_view_paths
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#primary_key_prefix_type
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#abstract_class?
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActionController::Base>#view_paths-2
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#headers
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Base#session
  0.00     42.31     0.00     0.00    42.31        1  <Class::ActionController::Dispatcher>#dispatch
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#assign_names
  0.00     42.12     0.00     0.00    42.12        2  ActionView::TemplateHandlers::Compilable#render
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Integration::Runner#copy_session_variables!
  0.00      0.00     0.00     0.00     0.00        1  ERB::Util#html_escape
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#clear_reloadable_connections!
  0.00      0.00     0.00     0.00     0.00        1  SQLite3::Driver::Native::Driver#open
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#table_name_suffix
  0.00      0.00     0.00     0.00     0.00        1  ApplicationHelper#logged_in?
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#table_name_prefix
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#active_connection_name-1
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#close_session
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#allow_forgery_protection
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#charset=
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#content_length
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::Callbacks::CallbackChain#extract_options
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Filters::ClassMethods#filter_chain-1
  0.00      0.00     0.00     0.00     0.00        3  <Class::ActiveRecord::Base>#pluralize_table_names
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Http::Headers#normalize_header
  0.00      0.00     0.00     0.00     0.00        4  Hash#regular_writer
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#cookie_only?
  0.00      0.00     0.00     0.00     0.00        3  ActionController::Base#session
  0.00      0.00     0.00     0.00     0.00        5  Digest::Base#<<
  0.00     42.19     0.00     0.00    42.19        1  ActionController::Filters::InstanceMethods#process_without_session_management_support
  0.00      0.00     0.00     0.00     0.00        1  <Class::CGI>#escape
  0.00     42.32     0.00     0.00    42.32        1  ActionController::Integration::Session#get
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractResponse#initialize
  0.00      0.00     0.00     0.00     0.00        3  ActionController::Base#params
  0.00      0.00     0.00     0.00     0.00        4  Hash#fetch
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::Observing::ClassMethods#instantiate_observers
  0.00      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#perform_caching
  0.00      0.00     0.00     0.00     0.00        2  <Class::StringIO>#allocate
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#initialize
  0.00      0.00     0.00     0.00     0.00        2  StringIO#initialize
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session#initialize
  0.00      0.01     0.00     0.00     0.01        1  Kernel#require_library_or_gem
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Components::InstanceMethods#set_session_options
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session#[]=
  0.00      0.00     0.00     0.00     0.00        1  ActionController::SessionManagement::ClassMethods#cached_session_options
  0.00      0.00     0.00     0.00     0.00        2  Module#initialize_copy
  0.00      0.00     0.00     0.00     0.00        3  <Class::Digest::Base>#allocate
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#extract_request_environment
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#erase_render_results
  0.00      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#verify_authenticity_token
  0.00     42.16     0.00     0.00    42.16        1  ActionController::Rescue#perform_action_without_caching
  0.00      0.00     0.00     0.00     0.00        1  CGI::QueryExtension#query_string
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Components::InstanceMethods#process_cleanup
  0.00      0.00     0.00     0.00     0.00        3  Bignum#-
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Helpers::AssetTagHelper#path_to_stylesheet
  0.00      0.00     0.00     0.00     0.00        4  Float#to_f
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#recognize_path
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#process_cleanup_without_session_management_support
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#request_parameters
  0.00     42.31     0.00     0.00    42.31        1  ActionController::Dispatcher#dispatch
  0.00      0.00     0.00     0.00     0.00        3  String#sub!
  0.00      0.00     0.00     0.00     0.00        1  Set#each
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiResponse#initialize
  0.00      0.00     0.00     0.00     0.00        1  Float#to_s
  0.00      0.00     0.00     0.00     0.00        4  Kernel#eql?
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Integration::Session#https?
  0.00      0.00     0.00     0.00     0.00        1  Set#clear
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout::ClassMethods#layout_conditions
  0.00      0.00     0.00     0.00     0.00        1  CGI::QueryExtension#key?
  0.00      0.00     0.00     0.00     0.00        1  Object#blank?
  0.00      0.00     0.00     0.00     0.00        1  ActionController::CgiRequest#cookies
  0.00      0.00     0.00     0.00     0.00        1  <Module::Base64>#encode64
  0.00     42.12     0.00     0.00    42.12        1  ActionController::Base#default_render
  0.00      0.00     0.00     0.00     0.00        3  Time#to_i
  0.00      0.00     0.00     0.00     0.00        4  Array#[]=
  0.00      0.00     0.00     0.00     0.00        1  Array#reject
  0.00      0.00     0.00     0.00     0.00        1  <Class::CGI::Session>#callback
  0.00      0.00     0.00     0.00     0.00        3  String#to_f
  0.00      0.00     0.00     0.00     0.00        2  ActionController::Integration::ControllerCapture::ClassMethods#last_instantiation=
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#allow_forgery_protection
  0.00      0.00     0.00     0.00     0.00        1  Comparable#==
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#info?
  0.00      0.00     0.00     0.00     0.00        2  Digest::Base#finish
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Integration::Session#encode_cookies
  0.00      0.00     0.00     0.00     0.00        3  <Module::SQLite3::Driver::Native::API>#sqlite3_libversion
  0.00      0.00     0.00     0.00     0.00        1  Kernel#dup-1
  0.00      0.00     0.00     0.00     0.00        1  ActionView::Base#assign_variables_from_controller
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Layout::ClassMethods#normalize_conditions
  0.00      0.00     0.00     0.00     0.00        1  Kernel#send-13
  0.00      0.00     0.00     0.00     0.00        1  <Class::Digest::Class>#hexdigest
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#flush_logger
  0.00      0.00     0.00     0.00     0.00        3  Digest::Base#reset
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#request_forgery_protection_options
  0.00      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::Hash::Keys#symbolize_keys
  0.00      0.00     0.00     0.00     0.00        1  ActionView::TemplateFinder#check_view_paths
  0.00      0.00     0.00     0.00     0.00        3  Module#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#path_parameters=
  0.00      0.00     0.00     0.00     0.00        2  String#unpack
  0.00      0.00     0.00     0.00     0.00        1  OpenSSL::Digest::Digest#initialize
  0.00      0.00     0.00     0.00     0.00        2  <Class::Struct::Tms>#allocate
  0.00      0.00     0.00     0.00     0.00        1  String#match
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#initialize
  0.00      0.00     0.00     0.00     0.00        1  CGI::Session::CookieStore#unmarshal
  0.00      0.00     0.00     0.00     0.00        1  #<Class:0x183d730>#initialize
  0.00      0.00     0.00     0.00     0.00        1  ActionController::UrlRewriter#initialize
  0.00      0.00     0.00     0.00     0.00        2  Struct::Tms#utime
  0.00      0.00     0.00     0.00     0.00        1  Comparable#>
  0.00      0.00     0.00     0.00     0.00        1  <Module::ObjectSpace>#define_finalizer
  0.00      0.00     0.00     0.00     0.00        2  Module#private
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#request_forgery_protection_token
  0.00      0.00     0.00     0.00     0.00        2  Struct::Tms#stime
  0.00      0.00     0.00     0.00     0.00        2  Array#clear
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#configurations
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#request_forgery_protection_token
  0.00      0.00     0.00     0.00     0.00        2  String#*
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Routing::Route#parameter_shell
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#forget_variables_added_to_assigns
  0.00      0.00     0.00     0.00     0.00        1  ActionController::AbstractRequest#path_parameters
  0.00      0.00     0.00     0.00     0.00        2  Struct::Tms#cstime
  0.00      0.00     0.00     0.00     0.00        1  MatchData#[]
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::SQLiteAdapter#requires_reloading?
  0.00      0.00     0.00     0.00     0.00        1  <Class::OpenSSL::Digest::Digest>#allocate
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActiveRecord::Base>#logger
  0.00      0.00     0.00     0.00     0.00        1  <Module::ActiveSupport::Dependencies>#explicitly_unloadable_constants
  0.00      0.00     0.00     0.00     0.00        1  <Class::Page(id: integer, url: string, created_at: datetime, updated_at: datetime, position: integer)>#table_name
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionView::Base>#cache_template_loading
  0.00      0.00     0.00     0.00     0.00        1  <Module::SQLite3::Driver::Native::API>#sqlite3_busy_timeout
  0.00      0.00     0.00     0.00     0.00        2  Integer#next
  0.00      0.00     0.00     0.00     0.00        1  ActionController::Base#headers
  0.00      0.00     0.00     0.00     0.00        1  Array#pack
  0.00      0.00     0.00     0.00     0.00        1  <Class::ActionController::Base>#default_charset
  0.00      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::AbstractAdapter#disconnect!
  0.00      0.00     0.00     0.00     0.00        2  Struct::Tms#cutime
  0.00      0.00     0.00     0.00     0.00        1  StringIO#binmode
  0.00      0.00     0.00     0.00     0.00        1  Hash#merge!
  0.00      0.00     0.00     0.00     0.00        1  StringIO#flush
  0.00      0.00     0.00     0.00     0.00        1  <Class::Regexp>#quote
  0.00      0.00     0.00     0.00     0.00        2  Hash#default=
  0.00      0.00     0.00     0.00     0.00        1  Array#compact!
  0.00      0.00     0.00     0.00     0.00        1  String#chop
  0.00      0.00     0.00     0.00     0.00        1  StringIO#string
  0.00      0.00     0.00     0.00     0.00        1  Array#delete_at
  0.00      0.00     0.00     0.00     0.00        1  Kernel#rand
  0.00      0.00     0.00     0.00     0.00        1  Module#method_added
  0.00      0.00     0.00     0.00     0.00        1  Array#insert
  0.00      0.00     0.00     0.00     0.00        1  Fixnum#zero?
  0.00      0.00     0.00     0.00     0.00        1  Module#protected
  0.00      0.00     0.00     0.00     0.00        1  Digest::Base#initialize_copy
  0.00      0.00     0.00     0.00     0.00        1  StringIO#sync=
  0.00      0.00     0.00     0.00     0.00        1  NilClass#to_i
  0.00      0.00     0.00     0.00     0.00        1  Bignum#<=>
  0.00     42.32     0.00     0.00    42.32        0  <Object::ActionController::RequestProfiler::Sandbox>#run


